20509.0, 0.0
-33.96, 228.48
-81.15, 98.96
9.11, -77.75
185.07, -129.56
-54.0, 25.44
131.07, -87.32
69.97, 22.54
-96.88, 131.04
375.07, -174.02
-77.43, -23.34
203.66, -139.79
-30.11, 294.14
-121.32, 238.98
145.6, 161.51
225.81, 55.0
-119.32, 156.76
-206.48, -106.1
48.83, -135.26
-71.55, -200.05
2.37, -43.14
49.83, -73.92
24.52, -235.04
-40.52, 128.65
-209.39, 4.11
28.57, 84.06
122.39, 55.26
-176.5, 117.67
86.27, -29.56
-147.97, 90.59
-243.54, -46.9
-86.17, 146.01
33.03, 266.98
-153.91, 56.34
251.33, -207.71
10.14, -38.38
33.82, -106.16
173.63, 3.5
149.95, -86.6
6.0, 18.89
21.18, -240.66
100.19, 154.63
-53.99, -134.96
-176.51, 1.93
-120.37, -125.13
35.36, -42.75
239.01, -77.88
123.42, 75.3
-120.31, -90.95
74.8, 0.22
-166.25, 183.53
-212.22, 76.84
62.71, -212.18
1.42, -205.65
-64.57, -55.04
64.71, 23.87
-13.65, -64.11
9.73, 118.34
-49.58, 231.64
57.83, 13.86
167.21, 213.87
255.95, 44.78
-31.29, 118.46
53.33, -70.27
-322.09, 26.37
-108.19, 4.59
-143.49, -27.97
13.77, 183.56
-124.79, 180.14
-97.59, -18.31
170.34, -90.93
80.4, -150.08
76.46, -86.93
-112.85, -65.57
-188.85, 237.36
73.36, 130.87
123.71, 114.66
-42.21, -36.54
-111.67, -40.88
-36.33, -41.06
-11.16, -65.97
-194.83, -143.84
113.92, 99.39
26.45, 85.66
-36.39, 34.12
-37.19, -107.76
74.85, 71.08
-228.82, 243.36
-215.55, -104.5
-291.08, -336.66
-208.65, 96.11
-93.67, 213.58
-105.81, 6.81
-98.11, 146.51
85.65, -44.57
-20.98, -201.97
259.34, 20.67
-183.05, 88.86
-45.06, -149.49
-167.17, 23.86
39.68, -82.42
77.42, 362.21
157.15, -209.07
-29.84, 104.43
144.8, -69.54
314.01, 88.87
26.09, -224.74
-25.12, 56.45
97.28, 402.09
82.73, -252.21
317.41, -94.26
-89.38, -55.9
35.14, 9.15
-79.04, 72.65
55.82, -97.17
-109.04, 67.41
97.06, -418.22
7.64, -64.16
115.61, -127.12
-162.68, -170.82
11.12, -133.31
275.16, -14.3
-93.91, -234.88
-126.06, -95.11
-267.89, -50.13
91.83, -72.7
-61.78, 6.47
-198.33, -39.44
-55.6, 251.22
-57.17, 46.19
-51.49, -174.36
233.35, -8.27
-28.37, -85.44
-39.18, 158.15
116.77, -182.71
90.0, -48.89
113.42, -140.09
164.92, 38.51
211.38, -2.66
116.83, 56.39
23.12, 150.84
123.61, 105.86
-41.96, 188.87
182.53, -133.28
-23.49, -215.72
-298.41, -24.72
228.89, -86.28
-106.54, -62.46
-11.98, 184.05
95.07, -2.43
-123.73, 196.33
44.19, -136.63
6.68, 139.0
139.19, 356.14
-123.58, -52.57
-3.92, -130.08
-41.58, -83.59
-11.69, 14.4
31.49, -12.65
-245.16, 8.54
-448.75, -249.88
-80.09, 246.69
114.61, 16.63
200.05, -184.63
-87.71, 25.33
-20.03, -1.08
211.6, 41.5
40.96, 40.45
-64.53, -106.88
-95.36, -153.83
0.56, -69.01
17.96, 100.62
-67.31, -35.14
322.7, -175.44
-207.87, -91.75
-6.88, -229.5
-340.91, -119.37
-8.52, -506.02
-170.95, 1.48
170.52, -43.09
-37.9, -80.02
200.79, -120.14
-96.89, 88.19
-205.7, -39.26
17.11, -82.38
-91.76, 100.03
196.04, 235.48
33.45, 168.54
-46.17, -1.15
195.42, -5.81
87.62, 57.65
115.39, -94.95
229.94, -239.85
-29.69, -33.25
-275.91, -246.58
-164.32, 9.36
-130.43, -101.66
-186.72, 114.61
90.13, 99.35
21.63, -127.12
72.99, 110.13
-46.98, -177.44
135.78, 5.36
-16.81, 114.94
102.22, -169.15
-29.9, -18.37
-65.61, 101.36
42.59, 110.62
101.53, -73.72
-183.91, -71.47
-179.19, 85.77
74.07, -249.35
-117.49, 100.27
173.85, -113.72
-93.34, 51.89
75.79, -40.04
-75.29, -152.19
53.21, 116.18
122.42, -134.41
-7.86, -84.36
115.39, 217.06
145.02, -7.09
148.75, -20.33
-91.11, 180.36
70.94, -364.83
-29.88, -41.7
120.2, -151.66
-203.48, -167.7
425.45, 173.43
148.07, 11.55
215.05, -113.14
57.57, -194.64
48.26, 40.99
72.06, -20.81
-62.78, -9.67
-205.55, 239.86
181.1, 352.14
304.69, 156.17
-55.2, 161.6
231.96, -18.58
-280.66, -124.68
162.09, -18.16
88.75, -53.08
-73.85, -206.67
-72.75, 111.41
108.03, 183.5
-146.18, -176.64
17.7, 194.3
41.41, 516.64
102.91, -116.83
6.36, 113.59
-100.0, 206.51
-38.91, -221.33
210.06, -74.76
286.08, 46.88
7.59, 103.73
-103.01, 100.34
-30.72, 189.66
-83.12, -24.97
-171.14, 35.93
-28.32, -305.25
126.93, -100.39
313.83, 105.54
-20.06, 190.22
66.31, 92.59
-208.94, 50.22
173.47, 17.44
-249.89, -57.76
-162.5, -36.27
59.0, -205.16
127.67, -98.24
-57.43, 164.61
101.71, -185.67
-266.64, -241.1
